"MW","AMW","Sv","Se","Sp","Ss","Mv","Me","Mp","Ms","nAT","nSK","nBT","nBO","nBM","SCBO","nCIC","nCIR","RBN","RBF","nDB","nTB","nAB","nH","nC","nN","nO","nS","nF","nCL","nBR","nI","nX","nR03","nR05","nR06","nR07","nR08","nR09","nR10","nR11","nR12","nBnz","ISIZ","IAC","AAC","ZM1","ZM1V","ZM2","ZM2V","Qindex","SNar","HNar","GNar","Xt","Dz","Ram","Pol","LPRS","VDA","MSD","SMTI","SMTIV","GMTI","GMTIV","Xu","SPI","W","WA","RDSUM","Har","QW","TI1","TI2","HyDp","RHyDp","w_","ww","Rww","D.D","Wap","WhetZ","Whetm","Whetv","Whete","Whetp","J","JhetZ","Jhetm","Jhetv","Jhete","Jhetp","MAXDN","MAXDP","DELS","TIE","X0","X1","X2","X3","X4","X5","X0A","X1A","X2A","X3A","X4A","X5A","X0v","X1v","X2v","X3v","X4v","X5v","X0Av","X1Av","X2Av","X3Av","X4Av","X5Av","X0sol","X1sol","X2sol","X3sol","X4sol","X5sol","XMOD","RDCHI","RDSQ","S0K","S1K","S2K","S3K","PHI","BLI","PW2","PW3","PW4","PW5","PJI2","CSI","ECC","AECC","DECC","MDDD","UNIP","CENT","VAR","BAC","Lop","ICR","IDE","IDM","IDDE","IDDM","IDET","IDMT","IVDE","IVDM","HVcpx","HDcpx","Uindex","Vindex","Xindex","Yindex","IC0","TIC0","SIC0","CIC0","BIC0","IC1","TIC1","SIC1","CIC1","BIC1","IC2","TIC2","SIC2","CIC2","BIC2","IC3","TIC3","SIC3","CIC3","BIC3","IC4","TIC4","SIC4","CIC4","BIC4","IC5","TIC5","SIC5","CIC5","BIC5","LP1","STN","Eig1Z","Eig1m","Eig1v","Eig1e","Eig1p","SEigZ","SEigm","SEigv","SEige","SEigp","VEA1","VEA2","VRA1","VRA2","VED1","VED2","VRD1","VRD2","VEZ1","VEZ2","VRZ1","VRZ2","VEm1","VEm2","VRm1","VRm2","VEv1","VEv2","VRv1","VRv2","VEe1","VEe2","VRe1","VRe2","VEp1","VEp2","VRp1","VRp2","NGS","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TPC","piID","PCR","PCD","CID","BID","D.Dr03","D.Dr05","D.Dr06","D.Dr07","D.Dr08","D.Dr09","D.Dr10","D.Dr11","D.Dr12","T.N..N.","T.N..O.","T.N..S.","T.N..F.","T.N..Cl.","T.N..Br.","T.N..I.","T.O..O.","T.O..S.","T.O..F.","T.O..Cl.","T.O..Br.","T.O..I.","T.S..S.","T.S..F.","T.S..Cl.","T.F..F.","T.F..Cl.","T.Cl..Cl.","T.Cl..Br.","T.I..I.","W3D","J3D","H3D","AGDD","DDI","ADDD","G1","G2","RGyr","SPAN","SPAM","SPH","ASP","FDI","PJI3","L.Bw","SEig","DISPm","QXXm","QYYm","QZZm","DISPv","QXXv","QYYv","QZZv","DISPe","QXXe","QYYe","QZZe","DISPp","QXXp","QYYp","QZZp","G.N..N.","G.N..O.","G.N..S.","G.N..F.","G.N..Cl.","G.N..Br.","G.N..I.","G.O..O.","G.O..S.","G.O..F.","G.O..Cl.","G.O..Br.","G.O..I.","G.S..S.","G.S..F.","G.S..Cl.","G.F..F.","G.F..Cl.","G.Cl..Cl.","G.Cl..Br.","G.I..I."
365.54,7.46,31.56,48.61,33.69,54.5,0.64,0.99,0.69,2.1,49,26,52,29,13,37,4,7,6,0.12,0,1,12,23,21,3,1,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,275.121,74.085,1.512,138,296.444,163,304.333,20,19.879,2.053,2.148,0,54.5,8,42,126.438,132.231,0.238,7578,11293.11,8027,17498.33,24.96,33.407,1719,5.289,97.296,49.75,1316.73,124.891,4.184,3410,29.773,4203,33954,14.497,143.645,22635,1389.97,1390.003,1829.981,1438.697,1907.091,1.362,1.697,1.697,1.284,1.629,1.237,1.45,3.661,16.652,104.491,17.933,12.742,11.176,9.693,8.034,7.158,0.69,0.439,0.279,0.179,0.112,0.072,15.582,10.051,8.026,6.298,4.811,3.846,0.599,0.347,0.201,0.117,0.067,0.039,18.286,13.15,11.818,10.502,8.934,8.185,82.612,3.833,223.352,88.654,17.576,7.816,3.823,5.283,1.04,0.574,0.34,0.187,0.113,0.857,588,268,10.308,1.308,22.864,89,1124,114,6,0.646,2.627,3.455,8.109,4.133,4.669,1122.756,13939.42,1.717,5.469,3.299,1.694,37.921,0.198,0.307,0.555,1.512,74.085,0.269,4.103,0.256,2.666,130.649,0.475,2.948,0.451,4.04,197.96,0.72,1.575,0.684,4.798,235.121,0.855,0.816,0.812,5.207,255.121,0.927,0.408,0.881,5.207,255.121,0.927,0.408,0.881,2.488,7.11,111.788,111.792,146.937,115.162,153.616,1.304,1.303,-2.189,0.741,-2.601,4.01,0.154,589.087,22.657,5.017,0.193,158.813,6.108,5.01,0.193,158.846,6.109,5.01,0.193,158.847,6.11,5.013,0.193,158.167,6.083,5.016,0.193,158.344,6.09,5.009,0.193,158.383,6.092,40,54,72,99,106,122,141,159,155,109,187.25,336.5,438.625,659.438,978.25,1426.469,1714,2090,27709.85,13.258,288.876,54.038,26.238,0,0,236.297,0,0,0,182.927,0,0,18,25,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4927.333,2.849,168.342,201.116,847.417,34.588,78.763,35.06,6.522,5.479,0.334,0.93,0.479,0.711,0.923,3.6,82.18,10.916,71.126,73.511,316.311,13.46,78.221,86.701,316.35,0.045,133.89,160.671,511.266,1.04,84.398,95.151,338.732,14.54,18.93,12.44,0,0,0,0,0,7.88,0,0,0,0,0,0,0,0,0,0,0,0
445.66,7.82,35.87,57.12,38.77,69.58,0.63,1,0.68,2.32,57,30,60,33,15,42,4,7,8,0.13,3,0,12,27,22,3,3,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,332.475,94.475,1.657,162,364.889,191,312.667,24,21.671,1.905,2.059,0,64.5,11,50,153.903,172.733,0.233,11158,17092.89,11623,26924.89,28.235,775.93,2591,5.956,119.24,58.304,2015.142,166.824,4.747,5771,35.197,5763,48328,22.456,212.138,33443,2032.46,2032.433,2734.156,2175.584,2790.1,1.355,1.729,1.729,1.284,1.614,1.259,4.186,5.101,33.764,289.935,21.303,14.326,13.864,10.93,8.885,7.571,0.71,0.434,0.289,0.176,0.111,0.069,18.715,12.937,11.094,8.112,5.891,4.687,0.624,0.392,0.231,0.131,0.074,0.043,21.906,15.628,15.893,12.483,10.288,9.078,101.995,4.06,272.423,104.259,20.243,8.002,4.294,5.399,1.176,0.595,0.336,0.171,0.099,1,735,341,11.367,1.567,29.316,117,1672,142,30,0.855,2.819,3.652,8.518,3.948,4.875,1588.443,22069.37,1.947,5.677,3.427,1.73,46.982,0.187,0.292,0.514,1.657,94.475,0.284,4.175,0.271,2.955,168.462,0.507,2.877,0.484,4.277,243.804,0.733,1.556,0.7,4.929,280.965,0.845,0.904,0.807,5.328,303.72,0.914,0.504,0.872,5.328,303.72,0.914,0.504,0.872,2.502,7.11,141.612,141.611,189.429,150.994,193.61,2.429,2.427,-4.015,1.309,-4.597,4.228,0.141,958.474,31.949,5.389,0.18,194.799,6.493,5.386,0.18,193.162,6.439,5.386,0.18,193.162,6.439,5.392,0.18,193.517,6.451,5.388,0.18,194.003,6.467,5.393,0.18,192.838,6.428,48,62,80,109,126,146,165,189,195,121,202.25,360.5,493.375,743.438,1076.5,1595.594,1983.063,2862,39333.06,13.743,411.229,61.506,30.207,0,0,289.529,0,0,0,226.733,0,0,18,70,47,0,0,0,0,28,37,0,0,0,0,5,0,0,0,0,0,0,0,7217.829,3.001,208.29,253.257,1117.227,39.201,106.699,47.496,7.89,6.435,0.336,0.942,0.533,0.694,0.919,4.3,97.075,9.539,95.095,97.6,485.531,10.433,95.072,103.974,419.402,0.148,172.236,200.353,719.266,0.873,106.732,118.021,457.219,14.27,53.21,35.48,0,0,0,0,20.78,26.9,0,0,0,0,4.02,0,0,0,0,0,0,0
514.63,8.3,40.4,63.1,42.47,93.25,0.65,1.02,0.69,2.59,62,36,66,40,20,50.5,5,8,6,0.09,1,0,19,26,28,2,1,1,4,0,0,0,4,0,0,5,0,0,0,2,0,0,3,369.16,102.343,1.651,196,562.444,232,499.333,29,26.641,1.955,2.096,0,80,13,61,198.589,253.556,0.239,19990,35027.78,21424,64412.67,33.286,1049.225,4564,7.244,152.433,71.353,3534.583,323.467,6.234,12446,43.284,9068,85096,27.431,332.395,80096,3771.881,3767.13,4867.875,3836.53,5149.085,1.114,1.34,1.341,1.044,1.315,0.992,5.641,5.74,54.932,204.295,25.286,17.292,16.499,13.535,10.94,9.402,0.702,0.432,0.284,0.178,0.112,0.071,20.417,12.889,10.326,8.026,6.044,4.725,0.567,0.322,0.178,0.106,0.062,0.036,21.639,15.623,13.958,12.543,10.721,9.321,112.677,4.64,349.516,135.984,25.019,10.378,5.544,7.213,0.967,0.595,0.341,0.175,0.102,1,1140,520,14.444,2.148,42.173,184,2504,206,27,0.683,3.151,3.979,9.023,4.461,5.142,2506.715,41180.45,1.882,5.945,3.742,1.772,54.702,0.142,0.228,0.374,1.651,102.343,0.277,4.304,0.264,2.835,175.776,0.476,3.119,0.453,4.227,262.087,0.71,1.727,0.676,5.059,313.65,0.85,0.895,0.808,5.426,336.405,0.911,0.528,0.867,5.426,336.405,0.911,0.528,0.867,2.502,8.902,215.921,215.609,279.137,219.396,296.326,2.494,2.632,-7.508,1.854,-10.641,4.264,0.118,2893.059,80.363,5.913,0.164,255.304,7.092,5.925,0.165,253.003,7.028,5.926,0.165,252.891,7.025,5.914,0.164,255.371,7.094,5.926,0.165,252.963,7.027,5.904,0.164,256.705,7.131,58,76,98,133,150,174,197,221,231,161,270.75,477.375,609.281,844.156,1146.688,1606.156,1937.813,5417,191740.3,35.396,2100.885,74.246,36.168,0,0,499.728,0,0,0,298.69,0,0,4,14,10,64,0,0,0,0,12,48,0,0,0,0,34,0,54,0,0,0,0,9170.481,2.588,229.371,295.822,1310.293,42.268,120.237,48.253,9.322,6.741,0.33,0.96,0.617,0.688,0.847,5.7,104.884,8.508,110.041,110.665,720.238,5.005,99.435,101.654,578.24,0.236,186.153,193.16,953.345,0.413,107.391,110.205,597.995,3.51,10.7,7.38,44.79,0,0,0,0,8.76,34.06,0,0,0,0,22.35,0,35.71,0,0,0,0
488.67,7.64,41.58,63.89,44.12,78.67,0.65,1,0.69,2.25,64,35,68,39,22,51,5,8,6,0.09,2,0,20,29,29,2,2,1,1,0,0,0,1,0,0,5,0,0,0,2,0,0,3,384,98.237,1.535,188,452.444,223,443.333,27,26.353,2,2.123,0,74.5,12,59,191.653,243.429,0.243,18741,29613.78,20167,49654.67,32.583,362.602,4260,7.16,145.783,68.877,3290.961,309.328,6.201,11509,41.686,8500,79304,25.206,312.41,74369,3495.25,3494.169,4377.483,3554.172,4576.91,1.101,1.331,1.331,1.059,1.308,1.014,1.98,5.774,34.513,494.197,24.363,16.991,15.44,13.294,10.793,9.296,0.696,0.436,0.281,0.18,0.112,0.072,20.692,13.026,10.385,8.106,6.086,4.756,0.591,0.334,0.189,0.11,0.063,0.037,23.717,16.822,15.266,13.526,11.36,9.881,109.2,4.614,334.27,128.58,23.939,10.456,5.255,7.152,1.002,0.586,0.344,0.181,0.106,1,1105,502,14.343,2.122,40.147,178,2290,194,18,0.651,3.146,3.963,8.939,4.729,5.101,2358.025,38080.67,1.785,6.025,3.74,1.764,52.465,0.141,0.228,0.371,1.535,98.237,0.256,4.465,0.243,2.774,177.555,0.462,3.226,0.439,4.264,272.927,0.711,1.736,0.675,5.133,328.49,0.855,0.867,0.812,5.488,351.245,0.915,0.512,0.868,5.488,351.245,0.915,0.512,0.868,2.492,8.902,205.48,205.396,256.572,208.771,268.532,1.744,1.778,-4.143,1.162,-5.356,4.151,0.119,2497.645,71.361,5.83,0.167,245.09,7.003,5.846,0.167,242.346,6.924,5.846,0.167,242.314,6.923,5.85,0.167,241.93,6.912,5.846,0.167,242.35,6.924,5.847,0.167,242.062,6.916,55,74,96,130,144,166,187,208,215,167.75,282,501.563,659.344,921.219,1256.656,1792.766,2216.391,5072,215840.6,42.555,2376.518,72.474,35.171,0,0,484.377,0,0,0,289.27,0,0,4,28,10,22,0,0,0,14,18,24,0,0,0,0,16,0,0,0,0,0,0,10247.13,2.539,233.295,320.223,1409.496,44.047,108.938,45.862,9.733,7.274,0.337,0.96,0.646,0.693,0.868,6.4,109.356,3.394,99.71,102.964,722.153,5.314,109.142,120.704,671.187,0.124,200.077,236.597,1049.763,0.529,119.558,134.22,707.1,3.53,21.76,7.41,15.82,0,0,0,10.65,12.65,17.3,0,0,0,0,11.53,0,0,0,0,0,0
410.63,6.96,36.47,58.38,39.18,59.67,0.62,0.99,0.66,2.06,59,29,62,32,14,39.5,4,7,8,0.13,1,0,13,30,24,2,2,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,347.076,85.83,1.455,152,316.444,179,317.333,21,21.671,2,2.111,0,61,9,47,147.616,166.207,0.241,10428,15028.78,10914,22323.67,27.58,104.599,2410,5.936,112.323,55.522,1874.971,160.317,4.784,5386,33.397,5378,45086,19.986,196.411,31007,1987.095,1987.153,2557.018,2040.882,2664.326,1.325,1.62,1.62,1.25,1.569,1.202,1.553,4.929,19.458,182.813,20.217,14.152,12.455,10.518,8.811,7.596,0.697,0.442,0.283,0.178,0.113,0.072,17.957,11.497,9.195,7.263,5.499,4.305,0.619,0.359,0.209,0.123,0.071,0.041,20.571,14.56,13.098,11.327,9.711,8.61,91.43,4.079,256.122,96.275,20.616,9.442,4.75,6.712,1.078,0.572,0.335,0.185,0.108,0.875,753,347,11.966,1.629,28.863,113,1543,158,15,0.94,2.905,3.672,8.413,4.556,4.824,1490.778,20275.49,1.797,5.476,3.482,1.721,44.7,0.184,0.289,0.502,1.455,85.83,0.247,4.428,0.238,2.687,158.543,0.457,3.195,0.439,4.27,251.915,0.726,1.613,0.698,5.056,298.321,0.86,0.826,0.826,5.395,318.321,0.917,0.487,0.882,5.395,318.321,0.917,0.487,0.882,2.492,7.11,144.013,144.018,184.238,147.336,192.243,1.411,1.41,-2.703,0.849,-3.196,4.097,0.141,1248.516,43.052,5.292,0.182,185.823,6.408,5.281,0.182,186.017,6.414,5.281,0.182,186.018,6.414,5.291,0.182,184.793,6.372,5.287,0.182,185.573,6.399,5.29,0.182,184.82,6.373,44,59,78,106,118,138,157,176,177,118.75,202.5,364.688,494.688,744.5,1094.219,1617.078,1998.578,2661,36804.63,13.831,384.986,59.909,29.209,0,0,278.418,0,0,0,217.671,0,0,4,30,10,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,8041.684,2.982,211.724,272.599,1204.294,40.824,89.015,38.64,8.094,6.798,0.339,0.937,0.556,0.697,0.984,4.6,100.2,12.201,82.151,84.943,454.491,13.538,97.506,107.428,460.168,0.066,178.13,209.465,791.618,1.024,108.588,121.169,497.344,3.52,24.13,7.41,0,0,0,0,11.65,14.27,0,0,0,0,0,0,0,0,0,0,0,0
714.2,6.38,65.14,110.43,70.87,99.08,0.58,0.99,0.63,2.02,112,49,115,52,15,61,4,7,27,0.23,3,0,12,63,40,3,4,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,762.424,158.223,1.413,240,482.889,273,409.333,25,34.553,1.915,2.024,0,103.5,12,73,308.837,560.571,0.291,57108,74899.22,58662,98823.2,44.503,16932.15,13734,11.679,210.916,91.099,12126.4,625.898,12.08,61962.5,55.383,20238,241029,60.376,822.917,138918,12217.15,12217.84,15453.58,12525.43,15933.29,1.034,1.166,1.166,0.913,1.138,0.883,4.434,5.915,41.457,378.407,34.901,23.79,20.403,16.488,12.32,10.051,0.712,0.458,0.3,0.194,0.121,0.076,32.306,21.539,17.514,13.154,9.069,6.818,0.659,0.414,0.258,0.155,0.089,0.052,35.504,24.987,22.449,18.698,13.904,11.662,159.067,6.016,462.874,165.312,38.72,20.561,12.332,16.247,1.243,0.561,0.316,0.154,0.084,1,2618,1240,25.306,4.234,104.175,414,7182,552,61,2.696,3.964,4.771,9.859,5.354,5.575,5610.864,135405.3,1.677,6.208,4.463,1.838,102.653,0.115,0.196,0.279,1.413,158.223,0.208,5.395,0.203,2.299,257.512,0.338,4.508,0.331,3.812,426.917,0.56,2.996,0.548,4.858,544.146,0.714,1.949,0.699,5.319,595.721,0.781,1.488,0.765,5.559,622.649,0.817,1.248,0.799,2.51,7.11,525.161,525.19,656.221,537.73,675.247,2.678,2.677,-4.968,1.557,-5.792,4.379,0.089,58408920,1192019,6.874,0.14,389.265,7.944,6.865,0.14,388.523,7.929,6.865,0.14,388.521,7.929,6.89,0.141,386.23,7.882,6.865,0.14,389.354,7.946,6.896,0.141,384.915,7.855,68,85,102,132,151,180,208,239,250,148,226.25,388.5,529.375,807.188,1176.5,1720.844,2176.188,7398,91912.91,12.424,952.946,99.337,49.1,0,0,621.381,0,0,0,497.175,0,0,18,96,28,0,0,0,0,64,70,0,0,0,0,5,0,0,0,0,0,0,0,61812.84,2.519,442.927,1103.801,4669.112,83.377,158.527,69.525,24.936,15.513,0.372,0.984,0.896,0.747,0.954,27.5,192.643,27.522,142.342,147.351,3961.609,19.878,156.845,174.647,4428.225,0.393,305.272,361.497,7618.519,1.474,176.331,198.905,4875.899,15,69.6,21.55,0,0,0,0,40.61,51.52,0,0,0,0,4.01,0,0,0,0,0,0,0
339.55,6.93,30.64,48.16,33,43,0.63,0.98,0.67,1.79,49,24,52,27,12,33,4,7,5,0.1,0,0,12,25,20,3,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,275.121,67.831,1.384,128,240.444,151,260.333,19,18.781,2.118,2.187,0,49.5,7,38,113.649,116.167,0.247,6250,8259.777,6705,11472.33,23.362,13.379,1394,5.051,86.619,45.604,1063.466,108.798,4.249,2675.5,27.132,3502,28025,11.732,119.505,18435,1136.065,1136.088,1528.888,1177.78,1601.864,1.332,1.645,1.645,1.22,1.578,1.17,0.416,0.608,6.801,86.911,16.355,11.81,10.373,8.926,7.58,6.684,0.681,0.437,0.28,0.179,0.113,0.074,15.135,9.671,7.771,6.114,4.642,3.672,0.631,0.358,0.21,0.122,0.069,0.041,16.709,12.218,11.015,9.736,8.504,7.666,76.787,3.712,199.438,70.053,16.16,7.28,3.55,4.902,1.075,0.573,0.337,0.191,0.112,1,521,234,9.75,1.313,19,80,868,98,2,0.382,2.594,3.392,7.867,3.689,4.556,936.142,10966.4,1.666,5.176,3.224,1.67,33.851,0.199,0.309,0.553,1.384,67.831,0.247,4.23,0.236,2.168,106.23,0.386,3.447,0.37,3.389,166.047,0.604,2.226,0.578,4.293,210.366,0.765,1.322,0.733,4.661,228.366,0.83,0.954,0.796,4.742,232.366,0.845,0.873,0.81,2.475,7.11,98.473,98.475,132.611,101.696,139.441,1.054,1.054,-1.236,0.492,-1.407,3.882,0.162,519.651,21.652,4.828,0.201,140.706,5.863,4.824,0.201,140.574,5.857,4.824,0.201,140.575,5.857,4.823,0.201,140.332,5.847,4.829,0.201,140.313,5.846,4.819,0.201,140.545,5.856,37,50,67,90,92,104,118,130,124,95.5,164.75,288.125,338.5,505.313,758.313,1053.25,1156.844,1741,19601.01,11.258,201.38,50.159,24.25,0,0,213.824,0,0,0,164.945,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949.129,2.834,166.821,202.005,847.803,34.604,72.956,33.01,6.212,5.701,0.341,0.928,0.561,0.711,0.925,4.8,82.567,10.513,48.158,49.548,266.361,11.285,64.457,69.394,301.916,0.039,120.662,136.253,503.758,0.895,72.109,78.369,331.392,10.9,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.99,7.63,31.38,48.49,33.86,46.78,0.64,0.99,0.69,1.87,49,25,52,28,12,34,4,7,5,0.1,0,0,12,24,20,3,0,1,0,1,0,0,1,0,0,4,0,0,0,2,0,0,2,275.121,73.888,1.508,134,248.049,158,269.444,20,19.186,2.055,2.154,0,51.833,8,40,119.901,123.52,0.241,6862,8933.384,7310,12153.26,24.139,30.397,1544,5.147,92.161,47.807,1177.598,115.918,4.207,2999,28.539,3840,30808,12.963,130.647,20448,1241.685,1241.368,1678.065,1297.467,1751.955,1.353,1.692,1.692,1.252,1.613,1.204,0.859,2.179,9.55,98.909,17.225,12.204,11.007,9.269,7.792,7.018,0.689,0.436,0.282,0.178,0.111,0.073,16.191,10.149,8.352,6.405,4.81,3.994,0.648,0.362,0.214,0.123,0.069,0.042,18.079,12.9,12.057,10.341,8.911,8.421,82.326,3.755,212.094,82.185,17.379,7.685,3.885,5.342,1.087,0.579,0.335,0.187,0.114,1,544,246,9.84,1.325,20.621,84,988,106,5,0.477,2.603,3.412,7.991,4.263,4.614,1023.679,12338.41,1.811,5.203,3.24,1.682,35.858,0.2,0.309,0.558,1.508,73.888,0.269,4.107,0.257,2.384,116.817,0.425,3.231,0.407,3.651,178.882,0.65,1.964,0.623,4.661,228.366,0.83,0.954,0.796,4.987,244.366,0.888,0.628,0.851,4.987,244.366,0.888,0.628,0.851,2.485,7.11,103.531,103.505,140.043,107.746,146.778,1.701,1.715,-1.203,0.702,-1.214,3.96,0.158,562.18,22.487,4.925,0.197,149.615,5.985,4.921,0.197,149.27,5.971,4.921,0.197,149.258,5.97,4.918,0.197,149.321,5.973,4.924,0.197,149.268,5.971,4.913,0.197,149.479,5.979,39,52,70,96,100,114,131,146,139,100,173.75,309.5,374.5,551.438,839.875,1181.781,1328.406,1915,21627.97,11.294,222.273,52.009,25.245,0,0,224.604,0,0,0,173.508,0,0,14,0,20,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4949.986,2.834,166.709,202.04,847.996,34.612,81.268,35.816,6.629,5.7,0.341,0.929,0.508,0.711,0.925,3.9,82.601,11.943,71.188,72.576,334.337,11.968,70.422,75.356,319.412,0.141,123.419,139.005,511.553,0.953,79.083,85.341,351.838,10.9,0,14.37,0,17.6,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0
407.55,7.84,32.58,52.59,34.57,67.92,0.63,1.01,0.66,2.43,52,28,55,31,12,37,4,7,6,0.11,0,0,12,24,21,3,0,1,3,0,0,0,3,0,0,4,0,0,0,2,0,0,2,296.423,84.635,1.628,152,410.444,179,366.333,23,20.572,1.942,2.085,0,62,10,46,139.351,148.214,0.228,9034,14835.11,9473,24290.33,26.491,244.677,2075,5.489,109.065,54.385,1600.995,141.54,4.17,4236.5,32.741,4935,40255,18.564,172.641,27015,1674.661,1671.887,2326.4,1732.276,2476.667,1.395,1.744,1.747,1.272,1.675,1.208,5.581,5.271,33.624,125.516,19.725,13.415,12.965,10.231,8.359,7.386,0.704,0.433,0.288,0.176,0.11,0.07,16.691,10.399,8.484,6.535,4.847,3.895,0.596,0.335,0.189,0.113,0.064,0.037,17.079,12.323,11.241,9.816,8.472,7.733,88.668,3.906,250.15,95.646,19.782,8.077,4.411,5.707,1.006,0.594,0.333,0.172,0.104,0.857,638,294,10.5,1.393,26.015,99,1378,130,18,0.744,2.667,3.502,8.33,4.253,4.776,1323.771,17285.04,1.924,5.307,3.32,1.715,42.245,0.198,0.306,0.558,1.628,84.635,0.286,4.073,0.274,2.485,129.223,0.436,3.215,0.419,3.758,195.429,0.659,1.942,0.634,4.71,244.913,0.826,0.991,0.794,5.018,260.913,0.88,0.683,0.846,5.018,260.913,0.88,0.683,0.846,2.502,7.11,125.285,125.067,175.057,128.963,187.678,2.054,2.157,-5.554,1.433,-7.886,4.209,0.15,664.138,23.719,5.206,0.186,176.914,6.318,5.195,0.186,177.477,6.338,5.195,0.186,177.392,6.335,5.177,0.185,180.006,6.429,5.202,0.186,176.842,6.316,5.162,0.184,181.618,6.486,45,58,76,105,118,138,161,185,187,109,187.25,336.5,438.625,659.438,978.25,1426.469,1714,2443,27714.85,11.345,284.952,57.647,28.228,0,0,259.682,0,0,0,201.767,0,0,14,0,20,78,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5762.45,2.891,181.793,221.633,948.443,36.479,93.853,38.953,7.074,5.403,0.322,0.937,0.479,0.706,0.921,3.5,87.437,13.906,90.3,90.658,391.137,11.807,79.904,81.176,340.634,0.47,153.126,157.145,608.194,0.863,86.022,87.636,361.493,10.82,0,14.36,54.9,0,0,0,0,0,0,0,0,0,0,13.22,0,0,0,0,0,0
409.65,6.83,36.95,59.16,39.73,56.33,0.62,0.99,0.66,1.94,60,29,63,32,14,39.5,4,7,8,0.13,1,0,13,31,24,3,1,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,354.413,86.039,1.434,152,308.444,179,320.333,21,21.671,2,2.111,0,60.5,9,47,146.638,160.828,0.231,10092,13806.11,10554,19403,27.415,100.514,2332,5.744,113.165,55.71,1822.127,155.799,4.235,4967.5,33.557,5380,44605,20.06,190.788,29731,1872.309,1872.345,2426.141,1931.913,2526.162,1.375,1.734,1.734,1.333,1.668,1.287,1.42,5.494,16.104,159.467,20.217,14.152,12.428,10.596,8.814,7.592,0.697,0.442,0.282,0.18,0.113,0.072,18.38,11.597,9.159,7.007,5.215,4.115,0.634,0.362,0.208,0.119,0.067,0.039,20.571,14.56,13.07,11.406,9.714,8.605,91.42,4.052,258.08,95.136,20.616,9.442,4.75,6.712,1.087,0.572,0.336,0.184,0.107,0.875,709,329,11.345,1.553,29.729,107,1561,138,13,1.009,2.876,3.587,8.431,4.582,4.823,1456.392,19660.59,1.797,5.476,3.435,1.724,44.496,0.192,0.299,0.538,1.434,86.039,0.243,4.473,0.234,2.464,147.814,0.417,3.443,0.401,3.998,239.91,0.677,1.908,0.651,4.982,298.904,0.843,0.925,0.811,5.248,314.904,0.889,0.658,0.855,5.248,314.904,0.889,0.658,0.855,2.494,7.11,136.139,136.143,176.005,139.741,184.041,1.304,1.303,-2.189,0.741,-2.601,4.151,0.143,692.058,23.864,5.288,0.182,186.747,6.44,5.27,0.182,187.991,6.482,5.27,0.182,187.992,6.482,5.276,0.182,186.997,6.448,5.278,0.182,187.188,6.455,5.27,0.182,187.454,6.464,44,59,78,106,117,139,165,190,194,120.25,206.5,371.938,508.938,782.063,1174.281,1736.266,2184.109,2621,37853.64,14.442,397.265,59.881,29.217,0,0,273.65,0,0,0,213.301,0,0,14,26,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8345.341,3.006,211.824,278.178,1233.484,41.116,89.664,38.849,7.634,5.825,0.312,0.936,0.358,0.69,0.74,2.3,101.517,11.272,126.265,128.189,396.386,11.134,145.286,152.121,446.027,0.105,248.878,270.465,777.19,0.844,162.535,171.202,486.449,10.86,20.59,14.42,0,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0
